date,equity
2025-02-10,3044680.4284873162
2025-02-11,3053501.634160533
2025-02-12,2885984.061934276
2025-02-13,3004783.3851764635
2025-02-14,3027777.0778034166
2025-02-18,3154589.532286449
2025-02-19,3193608.95414619
2025-02-20,3209634.150130077
2025-02-21,3038987.7464954946
2025-02-24,2865769.177137432
2025-02-25,2702423.6562326467
2025-02-26,2891960.6913888967
2025-02-27,2734322.7073738202
2025-02-28,2877019.8375770673
2025-03-03,2718453.3459415543
2025-03-04,2718453.3459415543
2025-03-05,2718453.3459415543
2025-03-06,2718453.3459415543
2025-03-07,2718453.3459415543
2025-03-10,2718453.3459415543
2025-03-11,2718453.3459415543
2025-03-12,2718453.3459415543
2025-03-13,2718453.3459415543
2025-03-14,2718453.3459415543
2025-03-17,2718453.3459415543
2025-03-18,2718453.3459415543
2025-03-19,2718453.3459415543
2025-03-20,2718453.3459415543
2025-03-21,2718453.3459415543
2025-03-24,2718453.3459415543
2025-03-25,2718453.3459415543
2025-03-26,2718453.3459415543
2025-03-27,2718453.3459415543
2025-03-28,2718453.3459415543
2025-03-31,2718453.3459415543
2025-04-01,2718453.3459415543
2025-04-02,2718453.3459415543
2025-04-03,2718453.3459415543
2025-04-04,2718453.3459415543
2025-04-07,2718453.3459415543
2025-04-08,2718453.3459415543
2025-04-09,2718453.3459415543
2025-04-10,2718453.3459415543
2025-04-11,2718453.3459415543
2025-04-14,2718453.3459415543
2025-04-15,2718453.3459415543
2025-04-16,2718453.3459415543
2025-04-17,2718453.3459415543
2025-04-21,2718453.3459415543
2025-04-22,2718453.3459415543
2025-04-23,2718453.3459415543
2025-04-24,2718453.3459415543
2025-04-25,2718453.3459415543
2025-04-28,2718453.3459415543
2025-04-29,2718453.3459415543
2025-04-30,2718453.3459415543
2025-05-01,2718453.3459415543
2025-05-02,2718453.3459415543
2025-05-05,2718453.3459415543
2025-05-06,2718453.3459415543
2025-05-07,2718453.3459415543
2025-05-08,2718453.3459415543
2025-05-09,2718453.3459415543
2025-05-12,2718453.3459415543
2025-05-13,2718453.3459415543
2025-05-14,2718453.3459415543
2025-05-15,2718453.3459415543
2025-05-16,2718453.3459415543
2025-05-19,2718453.3459415543
2025-05-20,2718453.3459415543
2025-05-21,2718453.3459415543
2025-05-22,2718453.3459415543
2025-05-23,2718453.3459415543
2025-05-27,2977079.5302524683
2025-05-28,2887436.331796657
2025-05-29,2946511.534982692
2025-05-30,2817217.8804679527
2025-06-02,2942360.5112662925
2025-06-03,3135889.9002433433
2025-06-04,3240233.8788962965
2025-06-05,3224370.637319149
2025-06-06,3274780.1341758384
2025-06-09,3423892.4467368736
2025-06-10,3604027.6483359947
2025-06-11,3597329.4755149498
2025-06-12,3642098.348989071
2025-06-13,3465847.0851124525
2025-06-16,3724375.6366261244
2025-06-17,3651955.3414601088
2025-06-18,3692413.011870265
2025-06-20,3521914.3430824233
2025-06-23,3588896.2125892593
